id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
13715977,Cozy room in Central Harlem. Lively neighborhood.,60812510,Lisa,Manhattan,Harlem,Private room,49,1,12,2017-08-24,1,0
28986154,3rd Fl bright two bedroom,67987135,Siyi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,4,2019-06-06,9,7
32363924,"Private Room in Bushwick, Brooklyn",2210374,Nathalie,Brooklyn,Bushwick,Private room,43,1,2,2019-06-16,1,0
16678104,"Wyndham Midtown: E 45th St., NYC",3843799,BNB-Resorts By RC,Manhattan,Midtown,Entire home/apt,165,3,4,2017-11-07,1,0
11098018,Sunny private room in Bushwick,10199059,Manasvi,Brooklyn,Bushwick,Private room,70,1,0,,1,0
27656104,Charming bedroom w private bathroom,126119576,Petr,Brooklyn,Williamsburg,Private room,85,4,1,2018-09-13,2,0
29989586,Cozy private bedroom,225454310,Tosin,Queens,Far Rockaway,Private room,85,1,2,2019-06-09,4,362
34169778,22min from Manhattan,28096614,Bruno,Queens,Woodside,Private room,50,2,10,2019-07-02,2,257
10476782,Artist Apartment with Tons of Space,47573846,Jemier,Bronx,Wakefield,Entire home/apt,85,20,10,2019-06-04,1,277
8775344,Private spacious master bedroom,4205149,La,Brooklyn,Crown Heights,Private room,75,1,1,2015-10-27,1,0
21549898,"UWS Jewel, oval living room in a charming hometown",6420489,Lorena,Manhattan,Upper West Side,Entire home/apt,315,4,16,2019-05-31,1,7
26635867,Prospect Park Oasis in the City,2208401,Sarah & Bruce,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,2,11,2019-04-28,1,0
28610567,Nice Clean Official Cozy Suite 2 In Brooklyn,215387072,Mr. G,Brooklyn,Bedford-Stuyvesant,Private room,65,3,17,2019-07-04,3,365
2424199,"Bright, Eclectic, Happy Brooklyn Apartment",10434821,H. Erin,Brooklyn,Crown Heights,Entire home/apt,85,10,9,2018-01-02,1,12
3915796,Central Park Life! Beautiful 1 Bed.,1475015,Mike,Manhattan,Upper West Side,Entire home/apt,113,30,8,2018-07-01,52,258
25626932,10 mins to Free Ferry to Manhattan NYC new mall,182272609,Denada,Staten Island,Tompkinsville,Entire home/apt,161,1,24,2019-06-02,2,87
7699703,Private Brooklyn room by the L line,15420345,Anastassia,Brooklyn,Bushwick,Private room,65,1,0,,1,0
35463471,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,Ken,Manhattan,West Village,Entire home/apt,209,30,0,,87,364
9075249,Spacious Ft. Greene room near subway/restaurants,7019923,Allison,Brooklyn,Clinton Hill,Private room,65,30,8,2019-01-05,1,18
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,Entire home/apt,140,2,148,2019-06-29,1,46
28838875,Charming 2 Bedroom Apartment in Ideal Location,1228328,Hedda,Brooklyn,Downtown Brooklyn,Entire home/apt,250,2,8,2019-05-21,1,29
26655705,CESAR'S PALACE,24195130,Cesar,Bronx,Pelham Gardens,Entire home/apt,102,1,50,2019-06-23,1,349
2267006,Stunning 1BR Brooklyn Loft,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,149,30,0,,52,330
9344858,Beautiful room in Center of Williamsburg!,17433287,Efrat,Brooklyn,Williamsburg,Private room,118,3,5,2017-05-31,2,0
7902556,Room in NYC Financial district apt,3041587,Richy,Manhattan,Financial District,Private room,98,14,121,2019-06-01,1,204
31697123,Montauk Guest Suite,237715800,Joseph & Teresa,Brooklyn,East New York,Entire home/apt,85,1,43,2019-07-08,1,161
16148374,Stunning 2BR Apt by Central Park and Subway,60628529,Saygin,Manhattan,East Harlem,Entire home/apt,265,3,111,2019-06-22,1,155
14507274,Large Bright East Village Flat,849356,Margo,Manhattan,East Village,Entire home/apt,162,5,22,2019-07-02,1,156
1961361,Private Master BR in 3 BR Apt,10134825,Kara,Manhattan,Lower East Side,Private room,102,2,6,2016-01-02,4,0
14233670,Luxury 1 Bedroom Condo in Central Park South,86538929,Stella,Manhattan,Midtown,Entire home/apt,349,2,6,2017-01-01,1,0
31100684,HUGE room in Grammercy,9420910,Alyona,Manhattan,Kips Bay,Private room,150,1,1,2019-05-25,2,157
30047357,BEAUTIFUL COZY ROOM IN HOUSE,204906313,Iryna,Brooklyn,Sheepshead Bay,Private room,55,1,45,2019-06-15,3,83
5115534,Large williamsburg apt. Sleeps 4.,26433326,Martha,Brooklyn,Williamsburg,Entire home/apt,195,2,3,2015-12-30,1,0
29004967,"Large, sunny WBurg  apartment steps from L train",14453908,Andrew,Brooklyn,Williamsburg,Entire home/apt,85,7,4,2019-07-01,1,357
21263120,Luxury studio,44295724,Darien,Manhattan,Harlem,Entire home/apt,200,3,25,2019-06-18,1,0
23970993,Comfort & Convenience in the middle of NYC!,32909393,Tanya & Mirjan,Manhattan,Upper West Side,Private room,75,2,70,2019-06-24,1,1
23879156,"Best Room for 3, Only 1 Block From The Subway!",179387087,John,Brooklyn,Bedford-Stuyvesant,Private room,40,2,41,2019-04-28,3,0
34369031,Heart of Times Square modern apartment,205386178,Ruby,Manhattan,Theater District,Entire home/apt,160,2,1,2019-06-11,1,4
21669411,"1 Cozy, Sun-filled Private Room",5140888,Ciru,Brooklyn,Crown Heights,Private room,31,7,0,,1,0
6553874,"PERFECT 1 BR, Elevator, BEST Area!!",34276823,Mike,Manhattan,West Village,Entire home/apt,264,2,5,2017-01-01,1,0
8087725,Beautiful Upper East 1 Bedroom,12483260,Chris,Manhattan,Upper East Side,Entire home/apt,118,1,1,2015-08-31,1,0
34938166,(C) Private Single Room Twin LGA JFK Manhattan 15m,263053182,Fmny,Queens,Rego Park,Private room,55,1,0,,10,95
13045629,Chic stylish amazing Manhattan room,5288991,Tanya,Manhattan,Upper East Side,Private room,90,30,79,2019-06-18,6,246
33422954,Spacious Studio,251781156,Trinize,Bronx,Tremont,Shared room,25,2,5,2019-07-01,1,146
33636410,The Sunshine Palace,236018119,Lucy,Queens,Queens Village,Entire home/apt,125,1,38,2019-07-05,3,362
17893008,Exclusive 2 bedrooms in lovely apartment in Nolita,39832770,Laura,Manhattan,Chinatown,Private room,90,6,0,,1,0
1349658,"A Comfortable Room in a Great Location, Manhattan",5569141,Jiajia,Manhattan,Morningside Heights,Private room,75,2,20,2019-06-07,1,29
155296,Incredible Prime Williamsburg Loft!,656841,Meredith,Brooklyn,Williamsburg,Entire home/apt,255,45,39,2019-05-02,1,89
35948934,Fully Furnished Studio Apartment Midtown East,270414459,Kevin,Manhattan,Midtown,Entire home/apt,135,30,0,,1,99
21935569,Tiny (but comfy!) Private room Manhattan,43352661,Charles,Manhattan,Washington Heights,Private room,20,1,21,2019-06-20,3,291
25265496,Beautiful large 2 br appartement in Brooklyn!,22935245,Anne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,21,1,2018-07-14,1,25
22686497,"Backyard BK! Live like a NY’er in modern, new reno",24124835,Danielle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,4,53,2019-07-06,2,41
22961758,Amazing huge sunny room in the historical building,80331757,Ivan,Brooklyn,Sheepshead Bay,Private room,50,2,13,2019-03-10,1,71
36149658,Bedstuy Home of The Greats (Stuyvesant Heights),271901058,Fernando,Brooklyn,Bedford-Stuyvesant,Private room,65,1,1,2019-06-29,1,335
16675965,Large and cosy apartment - Upper east!,13257873,Maria,Manhattan,Upper East Side,Private room,120,3,14,2019-06-16,1,36
18506359,"Luxurious, Spacious Loft in Williamsburg",123953239,Philippe,Brooklyn,Williamsburg,Entire home/apt,260,2,34,2019-06-14,2,330
16527938,Beautiful room in a Sunny Apartment West Harlem!,76767234,Ac,Manhattan,Harlem,Private room,100,2,0,,1,40
8005645,BEST DEAL – 1BR APT – 15 MIN from MANHATTAN!,11360525,James,Queens,Sunnyside,Entire home/apt,130,5,4,2019-01-03,1,0
14161351,Trendy 2BR Apt Next to Prospect Park -Kid Friendly,1876539,Stephanie,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,6,9,2019-01-02,1,0
30137792,Small cozy  private room near time square,215944788,Kay,Manhattan,Chelsea,Private room,85,3,15,2019-03-17,3,1
19476873,Luxurious Modern Apt In the Heart of Brooklyn,76785138,Ibrahim,Brooklyn,Bay Ridge,Entire home/apt,256,2,61,2019-07-01,1,166
9786021,"Beautiful & spacious room, Brooklyn",50442604,Beatriz,Brooklyn,Flatbush,Private room,60,1,1,2016-01-01,1,0
15180279,2 br in prime  bushwick  brooklyn,40611169,Sol,Brooklyn,Bushwick,Entire home/apt,113,30,6,2018-09-30,5,365
9445501,Modern reno 2 room Times Sq quiet!,48866651,Nissim,Manhattan,Hell's Kitchen,Entire home/apt,80,30,5,2018-06-16,5,365
7928219,Crown Heights Gem w/ pvt. balcony,6238742,Kilolo,Brooklyn,Crown Heights,Entire home/apt,115,1,0,,1,0
33197913,Entire place on the upper east side,130827164,Julia,Manhattan,Upper East Side,Entire home/apt,199,2,0,,2,364
10021643,Spacious Room -- Upper West Side,44118283,Guillaume,Manhattan,Upper West Side,Private room,100,15,1,2016-02-15,1,0
26310218,!!Cozy 3-person shared room near  L train!!,178543960,Sergii,Brooklyn,Greenpoint,Shared room,36,30,0,,10,311
294263,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,89,2019-07-01,28,62
24655787,NYC: Across from Central Park,32008804,David,Manhattan,East Harlem,Private room,69,2,68,2019-06-23,1,0
3352030,Delightful & Modern 1 Bedroom,317692,Tara,Brooklyn,Boerum Hill,Entire home/apt,120,2,4,2015-09-27,1,0
33932806,Trendy Private BR in Ridgewood Woodbine,242962235,Yuval,Queens,Ridgewood,Private room,34,30,0,,23,136
732700,Centrally located and spacious apt.,3815537,Reshma,Manhattan,Midtown,Entire home/apt,106,7,10,2019-07-06,1,0
13460498,Beautiful Brownstone Parlor Floor Apartment,76931387,Kris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,16,2019-01-01,1,0
22840839,Quiet Studio in the Heart of it All,98956556,Mark,Brooklyn,Boerum Hill,Entire home/apt,150,2,19,2019-06-05,1,1
11840057,BedRoom in lower East Side,51447330,Nicolas,Manhattan,Lower East Side,Private room,112,1,0,,1,0
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,2019-01-28,1,218
4932139,Luxury in Best Location,25404246,Stacey,Manhattan,Nolita,Entire home/apt,346,198,163,2018-11-21,1,0
5779752,East Village with 2x Balcony + Roof,19498957,Peter,Manhattan,East Village,Private room,125,3,4,2015-10-07,1,0
391955,Charming brownstone apartment,1960189,Rebecka,Brooklyn,Columbia St,Entire home/apt,159,2,106,2019-06-24,1,34
22312190,Art Lover’s Dream! Chelsea Delight!,52602009,Norman,Manhattan,Chelsea,Private room,84,2,119,2019-06-19,1,20
17923261,Quality cozy studio in a quiet neighborhood,122884945,Hind,Queens,Middle Village,Entire home/apt,90,6,26,2019-07-04,1,237
27977824,Modern chic studio in luxury building,120237085,Camilla,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,4,3,2018-12-01,1,0
1069266,Stay like a real New Yorker!,5867023,Michael,Manhattan,Midtown,Entire home/apt,145,2,146,2019-06-09,1,148
30404664,A Large Private Room in Greenpoint- 15 min to Manh,72512761,Erik,Brooklyn,Greenpoint,Private room,44,1,29,2019-05-30,3,0
9219569,"Quiet, cozy, and big Bushwick Apt!",47672228,Danielle,Brooklyn,Bushwick,Entire home/apt,125,1,9,2016-07-23,1,0
20714992,Large sunny and beautiful room,75587530,Annie,Manhattan,Upper East Side,Private room,150,10,0,,2,0
15468765,Quiet & Spacious Brooklyn Apt for Cat-Lovers,12063606,Nicole,Brooklyn,Crown Heights,Entire home/apt,90,9,7,2019-05-12,1,0
30007128,Newly renovated apartment in Brooklyn Townhouse,157410883,Chiara,Brooklyn,Bushwick,Entire home/apt,120,1,39,2019-06-22,1,196
16005960,Cozy Artsy Little Italy Apt!,104060705,Scott,Manhattan,Little Italy,Entire home/apt,115,30,4,2019-05-05,1,35
28681181,Clinton Hill/Bedstuy Brooklyn stylish and artsy,8859112,Navin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,27,2019-07-05,2,255
10403922,Brooklyn Park Slope Queen Bed,33213436,Alec,Brooklyn,Gowanus,Private room,149,1,93,2019-02-18,8,365
7955984,Elegant Accommodation On A Budget!,6263244,Nkatha,Manhattan,Harlem,Private room,73,1,27,2019-06-19,2,340
4444204, 2-3 bedroom UWS garden triplex ,5162192,Amy,Manhattan,Upper West Side,Entire home/apt,300,30,4,2015-10-06,12,310
12081254,Sunny Private Brooklyn Bedroom w/ Backyard Access,31230100,Elissa,Brooklyn,Crown Heights,Private room,35,7,1,2016-07-15,3,157
9237142,"Charming, Clean 1BR in Brooklyn",11013791,Guy,Brooklyn,Clinton Hill,Entire home/apt,100,30,4,2017-07-25,1,0
6971141,Upper East Side 2 bedroom- close to Hospitals-,25237492,Juliana,Manhattan,Upper East Side,Entire home/apt,325,30,2,2019-06-08,34,191
12420694,Spacious room with private rooftop!,20471565,Harry,Manhattan,East Village,Private room,150,3,0,,1,0
33406391,Aloft Manhattan Downtown - Financial District,5144567,Yun,Manhattan,Financial District,Private room,169,7,0,,13,365
21308702,NYﾐｯﾄﾞﾀｳﾝ高級ｺﾝﾄﾞのﾘﾋﾞﾝｸﾞﾙｰﾑに宿泊,154217970,Mk,Manhattan,Theater District,Private room,80,3,88,2019-07-07,1,137
15830677,Upper East Side Gem Best Location,61391963,Corporate Housing,Manhattan,Upper East Side,Entire home/apt,117,30,1,2019-05-30,91,311
30015813,Newly renovated house with a rooftop near Downtown,225618164,Sergii,Brooklyn,Gowanus,Private room,77,30,0,,3,365
820801,"Sunny 2BD, 2 balconies",25632,LeeAnn,Brooklyn,Greenpoint,Entire home/apt,300,30,1,2014-09-12,1,0
29856229,GREAT FURNISHED BEDROOM NEAR MIDTOWN MANHATTAN,221836975,Jon,Queens,Jackson Heights,Private room,50,2,9,2019-07-02,3,365
27284564,"Great Bedroom in Ridgewood, Queens!",205530337,Nina,Queens,Ridgewood,Private room,45,30,1,2019-05-29,8,347
25125914,Perfect Space & Private Garden,16437254,Benjamin,Brooklyn,Clinton Hill,Entire home/apt,186,30,2,2019-05-01,21,342
11162285,"Charming Brownstone Two-Bedroom, Fort Greene",4302160,Erica + Jonathan,Brooklyn,Fort Greene,Entire home/apt,200,1,0,,1,12
31511088,Blissful  Boudiors  Your Home Away From Home,167383560,Toni,Brooklyn,Bedford-Stuyvesant,Private room,125,1,2,2019-06-10,1,199
21728681,East Village True 1 Bedroom Apartment,30723568,Jeff,Manhattan,East Village,Entire home/apt,250,1,0,,1,0
23723970,"Room w private bathroom, shower & patio",10331194,Lauren,Brooklyn,Bedford-Stuyvesant,Private room,49,5,0,,1,0
33797564,SUNNY SUMMER SUBLET,73049484,Kumru,Brooklyn,Crown Heights,Entire home/apt,100,50,0,,2,225
34976241,Cozy Apartment perfect for NYC vacation,254119216,Zeyna,Queens,Woodside,Entire home/apt,108,2,2,2019-06-23,1,5
23683520,Brownstone 439,90834217,Antoinette,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,53,2019-06-26,1,215
22331268,Charming West Village Apartment,4457329,Mia,Manhattan,West Village,Entire home/apt,220,2,0,,1,0
17651607,Cozy room in a 2B with backyard access,9683962,Cristina,Queens,Astoria,Private room,55,1,9,2019-04-25,1,0
12084100,Lux 1 BR NYC Midtown West Apartment,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,,121,364
32232908,Urban Zen in the Heart of Williamsburg,29775337,Amanda,Brooklyn,Williamsburg,Private room,150,2,7,2019-05-26,1,20
23072308,Charming WaHi apartment!,92192182,Alyssa,Manhattan,Washington Heights,Entire home/apt,72,2,11,2018-07-08,2,0
36387905,Manhattan Apartment Private Close to Subway,273613106,Jose L.,Manhattan,East Harlem,Entire home/apt,139,1,0,,1,354
23820465,Suite Dante-15 min Central Park+free street park,116839989,Ez,Queens,Astoria,Entire home/apt,105,30,25,2019-06-08,5,235
17009057,Beauty Brooklyn 2BR close to trains 30+ days only,1410860,Sara Kate,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,30,67,2019-06-20,1,360
25054120,DREAMY! Huge + sunny mid-century apt with balcony,8440,Michelle,Brooklyn,Flatbush,Entire home/apt,197,4,10,2019-05-18,1,228
23650831,Spacious room in Williamsburg,7849107,Nicholas,Brooklyn,Williamsburg,Private room,55,15,0,,2,1
18386307,"Sunny, Chelsea Studio has queen bed and sleep loft",7245581,Michael,Manhattan,Chelsea,Entire home/apt,89,110,6,2019-05-25,19,332
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,Entire home/apt,115,2,198,2019-05-31,1,257
7101296,Cute apartment in Upper West Side,37011739,Stacey,Manhattan,Upper West Side,Entire home/apt,145,5,7,2018-08-01,1,0
5402239,Full Apt. in PRIME Williamsburg!,27159364,Brett,Brooklyn,Williamsburg,Entire home/apt,90,4,1,2015-03-14,1,0
21679463,"Clean, Comfortable Home away from home",122942281,Natalie,Brooklyn,Brownsville,Entire home/apt,95,7,28,2019-07-05,1,19
8799559,ROOM WITH VIEW IN MANHATTAN!,37818581,Sofia,Manhattan,East Harlem,Private room,150,1,207,2019-02-21,4,0
11573292,Cool East Village apt,59493714,Mirinda,Manhattan,East Village,Private room,109,3,0,,1,0
30453281,☯ Ur Cool & Cozy Chambers ☯,69189948,Ella,Manhattan,Washington Heights,Private room,50,1,12,2019-07-02,3,0
27531821,Beautiful Private Bedroom/Kitchen studioPark Slope,147638312,George,Brooklyn,Park Slope,Private room,125,5,7,2019-05-29,1,180
29929095,"Spacious studio by the LIRR, Q3-Q85 to JFK, trains",206229239,Mamadou,Queens,Jamaica,Entire home/apt,100,1,12,2019-02-17,1,161
29419330,Female Only: Prime Location-East 60s-Central Park,221612013,Inhee,Manhattan,Upper East Side,Private room,80,1,27,2019-06-29,1,0
24580129,Quiet Space,143070465,Kai,Brooklyn,Bedford-Stuyvesant,Private room,35,2,10,2018-10-11,1,0
21200993,Lower East Side Bedroom w. A/C and Cappuccinos!,147536196,Marina,Manhattan,Lower East Side,Private room,135,1,50,2019-06-27,1,32
6690696,Sunny Prewar 2BR/2BA in Fort Greene,3131306,Alissa,Brooklyn,Clinton Hill,Entire home/apt,220,30,1,2015-08-09,1,0
23785875,Large Manhattan Duplex 30 mins to Times Square!,137916804,Asia,Manhattan,Washington Heights,Entire home/apt,300,4,31,2019-07-01,1,286
19072587,Clean Midtown Rooms in heart of NYC,60993452,Charles,Manhattan,Murray Hill,Private room,52,3,4,2017-06-23,2,0
13997894,1 bedroom full apartment completely private!,83616984,Horacio,Queens,Corona,Entire home/apt,85,7,60,2019-06-30,1,284
9461803,Private room in classic SoHo loft,2611503,Ronnie,Manhattan,SoHo,Private room,225,3,49,2019-06-06,1,322
7651547,New York 3 Bedroom 3 Bath & Backyard City College,9209691,Anatha Angèle,Manhattan,Harlem,Entire home/apt,275,4,5,2019-06-29,2,284
30676992,ENTIRE bushwick studio,141735689,Jocelyn,Brooklyn,Bushwick,Entire home/apt,100,3,3,2019-05-27,1,0
13100152,"BEAUTIFUL TOP-FLOOR SUBLET IN ASTORIA, NYC",620810,Jay,Queens,Astoria,Entire home/apt,110,13,1,2016-09-01,1,0
27029894,Central Park West Room,194843581,Hongzhi,Manhattan,Upper West Side,Private room,79,1,49,2019-07-04,4,1
34607651,Comfortable home for all your needs!!!,173311396,Lyuba,Manhattan,East Harlem,Entire home/apt,150,1,5,2019-06-23,1,21
29419129,Brooklyn Hideaway right in Williamsburg,25352847,Rachel,Brooklyn,Williamsburg,Private room,130,1,13,2019-06-10,2,64
670767,Bookcase Room with Hidden Door!,3363720,Kate,Brooklyn,Bushwick,Private room,42,5,70,2019-04-29,3,236
15615535,Spacious Upper West Side Studio near Central Park,74815132,Kristen,Manhattan,Upper West Side,Entire home/apt,115,5,5,2017-04-09,1,0
34788703,Clean comfortable room,260902999,Debera,Manhattan,Harlem,Private room,150,5,0,,1,269
33974640,BEAUTIFUL PRIVATE ROOM CLOSE TO MANHATTAN,32167398,Meela,Queens,Astoria,Private room,50,1,3,2019-05-31,5,318
20535577,1 bedroom Aptm+ Guest room close to Prospect Park,59442523,Josh,Brooklyn,Flatbush,Entire home/apt,80,1,2,2017-08-25,2,0
13299243,Single family BBQ - 15 min to midtown,75092148,Sarah,Queens,Astoria,Entire home/apt,300,4,4,2018-08-05,1,0
8513839,Huge Gorgeous1 Bed Apt Williamsburg,2876700,Anais,Brooklyn,Williamsburg,Entire home/apt,130,10,2,2017-07-25,1,0
30089600,Spacious Apt with Charm & Character,113569564,Talia,Bronx,Riverdale,Entire home/apt,175,3,5,2019-04-08,1,0
4860876,Huge Classic Williamsburg 2BR loft,2503221,Shuang,Brooklyn,Williamsburg,Entire home/apt,295,2,75,2019-06-17,1,339
27375052,Super clean! 2 Bedrooms in Bensonhurst -Sleeps 8,206313609,Lily,Brooklyn,Bensonhurst,Entire home/apt,123,2,27,2019-06-25,2,128
31822089,Artist’s apartment in Harlem!,552627,Brandy,Manhattan,Harlem,Private room,39,2,0,,2,315
30393638,Adorable Theater District Studio w/ Indoor pool by Blueground,107434423,Blueground,Manhattan,Theater District,Entire home/apt,278,30,0,,232,304
30059491,Cozy Brooklyn Nook,46093850,Caroline,Brooklyn,Bedford-Stuyvesant,Private room,100,1,2,2018-12-29,1,311
3376567,Luxury Duplex in Williamsburg with private bath,2042864,Anna,Brooklyn,Williamsburg,Private room,125,4,14,2018-03-20,1,0
26409175,"1BR in Newly Renovated Apartment - Rm B, Bushwick!",36012265,Ada,Brooklyn,Williamsburg,Private room,51,1,10,2019-05-23,7,310
25073155,Beautiful one bedroom in the heart of Harlem!,16237288,Etty,Manhattan,Harlem,Private room,80,1,23,2019-06-19,1,323
34479995,Penn room 12,244817841,Aminul,Brooklyn,East New York,Private room,38,7,4,2019-06-29,13,282
2590590,Washer&Dryer - 6 Subway stops to NYC / 15 min ride,727585,Frances,Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,3,227,2019-07-01,1,173
9903132,large Tribeca loft,50925964,Patrice,Manhattan,Chinatown,Entire home/apt,152,3,16,2019-06-03,1,0
6404584,Tree-lined block+Roof+private rooms,33403059,Joshua,Brooklyn,Crown Heights,Private room,79,5,3,2015-10-16,3,0
18828134,Manhattan Central Location Clean Big ENTIRE Studio,131109595,Xinchen,Manhattan,East Village,Entire home/apt,75,4,0,,1,0
22343658,"+Williamsburg Private Bedroom, Private backyard!",2772294,Nicolas,Brooklyn,Williamsburg,Private room,55,14,5,2019-05-26,1,90
20584605,Super suite to stay in New York,45623372,Maria Ines,Brooklyn,Williamsburg,Entire home/apt,160,7,4,2018-09-28,1,0
11868495,Heart of the West Village!,1633721,Meg,Manhattan,West Village,Entire home/apt,250,2,23,2017-01-01,1,0
28245313,Garden Oasis in Historic Hamilton Heights,17893196,Jillian,Manhattan,Harlem,Entire home/apt,145,2,5,2019-05-19,1,5
24392461,Master bedroom W/ Ensuite in centre of EVERYTHING,24405003,Bianca,Manhattan,Chinatown,Private room,125,3,4,2018-10-16,3,90
31201905,"Sam and Mala""s Place",226664611,Samuel,Queens,South Ozone Park,Entire home/apt,72,3,29,2019-06-22,2,293
819893,MANHATTAN CONVENIENT NICE ROOM IN NYC,4299040,Ale,Manhattan,Harlem,Private room,60,2,36,2019-05-19,4,133
24799807,Furnished Midtown One Bedroom Beauty,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,210,30,1,2018-07-14,50,365
6728550,"Cozy, Spacious Bedstuy Pad",34058193,Beverly,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,5,5,2015-11-25,1,0
683084,Midtown West- A COZY ONE bedroom.,3480879,Danny,Manhattan,Chelsea,Entire home/apt,199,6,40,2017-10-15,1,0
15598548,Charming Brooklyn Garden Apartment,263882,Eva Maria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,151,2019-06-30,2,284
23116453,Perfect Place to Stay,121379512,Maria,Bronx,Longwood,Private room,37,1,7,2018-10-20,2,0
35259405,"Furnished Apartment in Queens, NY",236530772,Maria,Queens,Jamaica Estates,Entire home/apt,65,2,0,,2,19
26662052,Beautiful room in Bushwick right next to JMZ train,19704368,Zephyr,Brooklyn,Bushwick,Private room,44,5,3,2018-09-19,1,4
20874344,Green Oasis 15 min from Downtown Manhattan!,36920690,Nik,Brooklyn,Williamsburg,Entire home/apt,114,6,2,2018-12-29,1,0
13408765,Upper East Side Getaway,51001469,Taylor,Manhattan,East Harlem,Private room,70,1,4,2016-07-06,1,0
21785385,3.5 MLN usd 2 bedroom LOFT in TriBeCa  (2),68707439,Gipsy Properties,Manhattan,Tribeca,Entire home/apt,339,14,10,2019-02-25,3,335
1742610,Studio in the Upper East Side ,2548224,Melissa,Manhattan,Upper East Side,Entire home/apt,123,5,14,2019-05-30,1,0
5052897,Beautiful Manhattan 1br apartment close to subway!,26079021,Michael,Manhattan,Upper East Side,Entire home/apt,249,3,85,2019-06-28,1,158
27111881,Lovely Midtown Railroad Flat with Private Patio,6791240,Mary,Manhattan,Midtown,Entire home/apt,200,4,12,2019-05-26,1,0
32743787,Brooklyn Best Kept Secrete!,2839817,Rain,Brooklyn,Bedford-Stuyvesant,Private room,150,4,0,,1,179
8468180,Upper Westside 1 BR/1.5 Bath Apt,44593642,Charlie,Manhattan,Upper West Side,Entire home/apt,225,30,1,2016-01-05,1,0
4227554,"Big 2BR, just minutes to Manhattan!",21941065,David,Queens,Woodside,Entire home/apt,195,3,124,2019-06-26,1,305
1806651,Bright and Airy Brooklyn Loft,3267818,Allison,Brooklyn,Williamsburg,Entire home/apt,120,3,2,2015-01-02,1,0
36354776,Cozy bedroom in diverse neighborhood near JFK,273393150,Liza,Queens,Richmond Hill,Private room,28,2,0,,1,24
22292535,Söderläge - Spacious Queen bedroom in Williamsburg,13262918,Glenn,Brooklyn,Williamsburg,Private room,85,1,13,2019-04-27,3,11
26802372,Cozy private room near the center of NYC 12AL,190921808,John,Manhattan,Hell's Kitchen,Private room,50,3,15,2018-12-16,47,238
21451138,B) Comfy Full Bed Wifi near JFK Airport Subway,154128335,Joseph,Queens,Jamaica,Private room,40,1,119,2019-07-08,4,229
1621235,An artist place in Bedstuy,1345611,Bahiyyah,Brooklyn,Bedford-Stuyvesant,Private room,87,1,4,2019-06-30,1,12
30187850,Cozy room one block away from Central Park!,226772729,Lucía,Manhattan,Upper West Side,Private room,120,5,1,2019-01-19,1,0
35512965,Quiet Cozy Clean Home,256502464,Paul,Manhattan,Harlem,Private room,55,1,0,,3,21
20000184,"Master Bedroom with Own Bathroom, near subway",102482048,Susy,Brooklyn,Bushwick,Private room,50,2,28,2019-04-22,4,341
13596286,Bright Top-Floor Suite in Park Slope,2768182,Devi,Brooklyn,South Slope,Private room,99,7,10,2018-10-09,4,36
21549636,AMAZING PRE-WAR 2 BR APT IN WILLIAMSBURG,605589,Patricio,Brooklyn,Williamsburg,Entire home/apt,150,10,1,2019-05-29,1,160
5337757,"Beautiful, Sunny, by Park, with Private Entrance",117949,Ariel,Brooklyn,Greenpoint,Private room,49,3,59,2019-06-08,1,99
3245000,Spacious prewar apartment in heart of Greenpoint,13561307,Katy,Brooklyn,Greenpoint,Entire home/apt,149,1,2,2019-03-18,1,0
4930306,Charming One Bedroom in Chelsea,25394253,Pete,Manhattan,Chelsea,Entire home/apt,175,1,1,2015-02-20,1,0
24966197,"Quiet, private room (Hell's Kitchen/West Midtown)",28808740,Robert,Manhattan,Hell's Kitchen,Private room,94,3,11,2019-06-23,2,0
